question,option0,option1,option2,option3,correctAnswer,level,audio
"මෙම ක්‍රීඩකයින් අතරින් ""Black Mamba"" ලෙස කුප්‍රකට ලෙස හැඳින්වූයේ කවුරුන්ද?",මහේන්ද්‍ර සිං දෝනි,කෝබි බ්‍රයන්ට්,උසෙන් බෝල්ට්,මයිකල් පෙල්ප්ස්,1,7,
ගෙම්බා - Pseudophilautus purunappu - යන නාමය සම්බන්ධ වූයේ මෙම ඓතිහාසික සිදුවීමෙන් කවරකටද?,මාතලේ කැරැල්ල,ඌව වෙල්ලස්ස කැරැල්ල,විජයබා කොල්ලය,මුල්ලේරියා සටන,0,8,
ප්‍රයිම් මෙරිඩියන් ගමන් කරන්නේ කුමන මහාද්වීපය හරහාද?,ආසියාව,අප්රිකාව,ඕස්ට්රේලියාව,උතුරු ඇමෙරිකාව,1,9,
ශ්‍රී ලාංකේය සිනමා ඉතිහාසය සම්බන්ධයෙන් වැරදි යුගලය තෝරන්න?,පළමු නිහඬ චිත්‍රපටය - රාජකීය වික්‍රමය,පළමු කතානාද චිත්‍රපටය - කඩවුණු පොරොන්දුව,පළමු වර්ණ චිත්‍රපටය - රන්මුතු දූව,එළිමහනේ රූගත කළ පළමු චිත්‍රපටය - අශෝකමාලා,3,10,
ශ්‍රී ලංකා පාර්ලිමේන්තුවේ කථානායක ධුරය සම්බන්ධයෙන් මෙහි ඇති වැරදි ප්‍රකාශය කුමක්ද?,පළමු කථානායකවරයා දිවුරුම් දුන්නේ 1947 දීය,1951 දී කථානායකවරයා ධූරයේ සිටින විට මිය ගියේය,1965 කතානායක අසුනට කාන්තාවක් දිවුරුම් දුන්නේය,2004දී විපක්ෂයේ ඇමැතිවරයෙක් කතානායක ලෙස දිවුරුම් දුන්නේය,2,11,
මේ කුමන ජාතික කොඩියේද අපට සතෙක් නොපෙනෙන්නේ?,භූතානය,මෙක්සිකෝව,ඊජිප්තුව,මියන්මාරය,3,11,
"මේ අතරින් සාම්ප්‍රදායික සිංහල ""හත්-මුතු"" පරම්පරාවේ කොටසක් නොවන්නේ කවුද?",කිරි-කෑ මුත්තා,කෝටු මුත්තා,කිරි කිත්තා,මී මුත්තා,1,1,
ලකුණු ලබා ගැනීම සඳහා බෝලයක් හෝ පුකක් සිදුරකට විසි කිරීම ඇතුළත් නොවන්නේ මෙම ක්‍රීඩාවෙන් කුමක් ද?,ගොල්ෆ්,බිලියඩ්,කැරම්,ස්කොශ්,3,2,
"1, 2, 3 සහ 14 යන ස්ථානවල පිළිවෙලින් පොල්-බෑ-මූනා, රබ්බඩ-අයියා, ඉදිකටු-පැංචා සහ පුවක්-බඩිල්ලා නමින් හතර දෙනෙක් සිටගෙන සිටියේ නම්, ඔවුන් 1 සිට ගණන් කර කණ්ඩායම් තුනකට තැබිය යුතුය. 3, එතකොට පුවක්-බඩිල්ලා කාගේ කණ්ඩායමේද?",පොල්-බෑ-මූනාගේ කණ්ඩායම,රබ්බඩ-අයියාගේ කණ්ඩායම,ඉදිකටු-පැංචාගේ කණ්ඩායම,කොටු-කිත්තයියාගේ කණ්ඩායම,1,3,
එකම ශාකයකින් ලබාගත් දේවල් දෙකක යුගලයකින් මෙහි සමන්විත වන්නේ කුමක්ද?,එනසාල් සහ කරාබුනැටි,ඉඟුරු කොළ සහ කොත්තමල්ලි,සාදික්කා සහ,පුවක් සහ බුලත්,2,4,
Marenawa Hondai Iradunu Game Sita - Kerenawe Awaeda Rata Thota Giya Ayata. මේ සිංහල උද්ධෘතයේ කියන දේට ප්‍රතිවිරුද්ධ අරුත දෙන්නෙ මොකක්ද?,ඇවිද්ද පය දහස් වටි,පනින්න පෙර සිතා බලනු,අත්තෙන් අත්තට පානින කුරුල්ලෝ තෙමී නසී,ඉක්මන් කොටයි,0,5,
මේ අතරින් රතු රුධිර සෛල තුළ න්‍යෂ්ටියක් නොමැති සතෙක් කවුද?,ගෙම්බන්,පිඹුරන්,මයිනා,වඳුරන්,3,6,
කොල්වින් ආර් ද සිල්වා සම්බන්ධයෙන් වැරදි පිළිතුර තෝරන්න,ඔහු 1982 ජනාධිපතිවරණයට තරඟ කළේ LLSP පක්ෂයෙන්,ප්‍රථම ජනරජ ව්‍යවස්ථාව නිර්මාණය කිරීමේ දී ඔහු පෙරමුණ ගත්තේය,ඔහු ලංකා කොමියුනිස්ට් පක්ෂයේ ආරම්භක සභාපතිවරයා විය,ඔහු වෘත්තියෙන් නීතිඥයෙක් විය,2,7,
මචං චිත්‍රපටයේ පැවැත්වෙන අත්පන්දු තරඟාවලිය සිදුවන්නේ:,බවේරියාව,බ්රැන්ඩන්බර්ග්,බාර්සිලෝනා,බ්රැටිස්ලාවා,0,8,
ඔරංඔටන් පිළිබඳ වැරදි ප්‍රකාශය කුමක්ද?,සර්ව භක්ෂකයෙකි,එය අග්නිදිග ආසියාවට ආවේණික වේ,වයස අවුරුදු 3 දක්වා මවකගේ පහසුව සඳහා එහි තරුණ පෙනුම,එය කූඩු සාදයි,2,9,
පණ්ඩිත් අමරදේවයන්ගේ මෙම සංගීත ගණයට අයත් වන ගීතය කුමක්ද?,කෑල ගහක,මා වවුලන්,බිංදු බිංදු රන්,බඹරෙකු ආවායි,3,10,
මේඝවර්ණාභය අමාත්‍යවරයා තම රාජකාරි ඉටු කළේ මේ කුමන පාලකයෙකු යටතේද?,දුටුගැමුණු රජතුමා,වළගම්බා රජු,මහසෙන් රජතුමා,ධාතුසේන රජු,2,11,
කුමන ඔලිම්පික් ක්‍රීඩා උළෙල දුනු ඊතලයකින් එහි දැල්ල දල්වා තිබේද?,ලොස් ඇන්ජලීස් 1984,බාර්සිලෝනා 1992,සෝල් 1988,ඇට්ලන්ටා 1996,1,11,
"මේ කැපිටල් අකුරු අතුරෙන් පිටුපස සිට ඉදිරිපසට ලිව්වත්, උඩු යටිකුරු කර බැලුවත් වෙනස් නොවන කුමන වචනද?",TOOL,NOON,ROOT,MOON,1,1,
කුළු දවුල යන්නෙන් අදහස් කරන්නේ:,කර්නල් කෙනෙක්,පැණිරස කෑමක්,පැලයක්,කෘමියෙක්,2,2,
මෙහි කුමන තාරකා මණ්ඩලයද?,යෝඩා,ග්රූට්,තානෝස්,ඔරායන්,3,3,
අනෙකා ගසකට නැඟී සිටියදී බිම වැතිර සිටි මිතුරාට රහසක් කීවේ කවුද?,විනී ද පුහ්,මිකී,මිනි,වූෆි,0,4,
සම්බුදු හිමිගේ සදහම් සිසිල් සැනසෙන අප......,...ලක බොදු දරුවෝ,...ලක සිසු දරුවෝ,...සිරිලක් දරුවෝ,...ලක රකි දරුවෝ,2,5,
නරි-බෑනා වේදිකා නාට්‍යය නිෂ්පාදනය කළේ මේ කුමන සිංහල ප්‍රකාශයක් පදනම් කරගෙනද?,තව දෙන්නෙත් නරියටයි - තව ගන්නෙත් නරියකුයි,සුරුට්ටුද බොනේ - බලත්මඩ කන්නේ,අල් බානෝ බය වුනා ද - දේවාදි නම් ගන්න ඕනා,මසුරං දුන්නත් මින්පසු මාන්නේ - තාරමට වාඩියෙන් නැ ඉදිපැන්නේ,0,6,
"රබර්, ලී හෝ යකඩ වලින් සාදන ලද බෝල තුනක් - එකම ප්‍රමාණයෙන් - උස රික්තක නලයක මුදුනේ සිට පිටත් කර හැරියහොත්, මුලින්ම බිමට පතිත වන්නේ කුමන බෝලයද?",රබර් බෝලය,යකඩ සහ වීදුරු බෝලය,යකඩ බෝලය,බෝල තුනම,3,7,
මහා පරාක්‍රමබාහු රජුට එරෙහිව සටන් මෙහෙයවූ රුහුණු රැජින කවුද?,සුගලා,මිත්තා,අනුලා,රත්නාවලී,0,8,
"""අද නම් නුවරඑළියකි මා වෙසෙන ගම - මෙපමන අලස දවසක් නොදුටුවෙමි මම"". එච්.එම්.කුඩලිගම මේ උද්ධෘතයෙන් කියන්නේ මොන වගේ දවසක් ගැනද?",වහින දවසක්,උණුසුම් ගිම්හාන දිනයක්,හුළං ගහන දවසක්,මුහුද රළු වූ දවසක්,0,1,
මැජික් කාපට් අයිති කාටද?,ඇලඩින්,සින්බෑඩ්,ජැස්මින් කුමරිය,අලි බබා,1,2,
"යමෙක් කොළඹ සිට කතරගම දක්වා කිසිදු අවස්ථාවක අතරමං නොවී ගමන් කළහොත්, මේ නගරවලින් අඩුවෙන් හමුවිය හැක්කේ කුමන නගරයද?",වැලිගම,හම්බන්තොට,අම්බලන්තොට,වැලිකන්ද,3,3,
ඔලිම්පස් කන්ද ප්‍රසිද්ධියට පත්වන්නේ ලොව පුරා පිහිටි ප්‍රදේශය ලෙසයි...,ග්රීක දෙවිවරු,ඊජිප්තු දෙවිවරු,රෝම දෙවිවරු,නොර්ස් දෙවිවරු,0,4,
"අහසින් පියඹා ගිය කැස්බෑවාට ""ගමරාළට"" සිදුවූ දේ කවදාද?","කුරක්කන් කන්න බැරි නිසා ""ගමරාළ"" දකුණට ගිය දවස",ගමරාළ දෙව්ලොව ගිය දවස,ගමරාළ සිල් ගන්නා දවස,ගමරාළගේ කතරගමට උණ හැදුන දවස,1,5,
මත්ස්‍යයන් සහ කුරුල්ලන් යන දෙඅංශයෙන්ම දක්නට ලැබෙන පොදු ලක්ෂණය මේ අතරින් කුමක්ද?,බැහැර කිරීමේ නිෂ්පාදන,ශ්වසන පද්ධතියකි,ectotherm එකක්,ටෝර්පිඩෝ හැඩැති,3,6,
"මෙහි ශ්‍රී ලංකා, ඉන්දියානු මෙන්ම මාලදිවයින් ජාතික කොඩිවල දැකිය හැක්කේ කුමක්ද?",තැඹිලි පාටයි,කොළ පාටයි,රතු පාටයි,කහ වර්ණය,1,7,
අනෙක් අය අතරින් එකම එක වතාවක් අගමැති නොවූයේ කවුද?,ඩී.එම්. ජයරත්න,රත්නසිරි වික්‍රමනායක,චන්ද්‍රිකා බණ්ඩාරනායක,රණසිංහ ප්‍රේමදාස,1,8,
පහත අය අතරින් මනෝ විද්‍යාඥයකු ලෙස නොසැලකෙන්නේ කවුද?,සිග්මන්ඩ් ෆ්රොයිඩ්,B. F. ස්කිනර්,අයිරින් ජොලියට්-කියුරි,හැරී හාර්ලෝ,2,9,
"දුෂ්ටය, දුෂ්ටයා ගඟ ගම්ඹුරුය බොරු දොඩමිණි - පිරිය මගේ ලඳ හොරකම් කරගෙන යන්නෙ කොහොමද. කවුද මේ ""දුෂ්ටයා""?",දික්පිටිය,සේරිවානිජ,පූජාක භමුණා,වයිදි රාජා,0,10,
මෙම යුගල අතරින් ගුරු-ශිෂ්‍ය සබඳතාවක් ලෙස සැලකිය නොහැකි යුගලය කුමක්ද?,පණ්ඩුල බ්‍රාහ්මණ - පණ්ඩුකාභය රජ,මහානාම හිමි - දාතුසේන රජු,සංඝමිත්‍ර හිමි - මහසෙන් රජු,වැලිවිට සරණංකර හිමි - පළමුවන විමලධර්මසූරිය රජතුමා,3,11,
පැසිෆික් සහ අත්ලාන්තික් සාගර සම්බන්ධ කිරීමට උපකාර වන මෙම ඇළවලින් එය සමුද්‍ර වෙළඳාම සඳහා වාහකයක් බවට පත් කරයිද?,සූවස් ඇළ,පැනමා ඇළ,කොරින්ති ඇල,කීල් ඇළ,1,11,
"සිංහල භාෂාවෙන් ""වනපොත් කිරිම"" ලෙස හඳුන්වන්නේ කුමක්ද?",පුස් කොළ සෙල්ලිපිවල දේවල් ලියා තිබීම,දේවල් කටපාඩම් කරගෙන සිටීම,පොත් දිරාපත් වීමට ඉඩ හැරීම,වන විනාශය,1,2,
"ලෙනාඩ් වුල්ෆ්ගේ ""බැද්දේගම"" සොයාගත හැක්කේ කොහෙන්ද?",මොනරාගල දිස්ත්‍රික්කයේ,අම්පාර දිස්ත්‍රික්කයේ,අනුරාධපුර දිස්ත්‍රික්කයේ,හම්බන්තොට දිස්ත්‍රික්කයේ,3,3,
මහාවංශ වංශ කතාවට අනුව ආලකමන්දාව කුවේර ලෙසින් ජීවත් වූ බව ප්‍රසිද්ධියට පත් වූ රජතුමා කවුද?,දුටුගැමුණු රජතුමා,කාශ්‍යප රජු,පණ්ඩුකාභය රජු,ධාතුසේන රජු,1,4,
හැරී පොටර් කතා මාලාවේ හමුවන මැජික් මන්තරය කුමක්ද?,Bibbidi-Bobbidi Boo,හකුණ මතට,අජ්ජි මජ්ජි ලා ටරාජ්ජි,වින්ගාඩියම් ලෙවියෝසා,3,5,
යකඩ නිය මලකඩ ක්‍රියාවලියක පවතින විට:,එය බර වැඩි වන අතර වර්ණය වෙනස් වේ,එය බර අඩු වන අතර වර්ණය වෙනස් වේ,එහි බර නොව වර්ණය වෙනස් නොවේ,එය බර අඩු වන අතර හැඩය වෙනස් වේ,0,6,
"ජවහර්ලාල් නේරුගේ ""පියෙකුගෙන් ඔහුගේ දියණියට ලියූ ලිපි"" පොතේ ඇති ලිපි ඇත්තේ කාටද?",කස්තුර්බා ගාන්ධි,ඉන්දිරා ගාන්ධි,සරෝජිනී නායිඳු,විජය ලක්ෂ්මි පණ්ඩිත්,1,7,
ග්‍රීෂ්ම ඍතුවේ දී උසට වැඩිය හැකි කුමන සංකේතාත්මක සන්ධිස්ථානයද?,ප්රංශයේ අයිෆල් කුළුණ,ඉතාලියේ පීසා හි ඇලවෙන කුළුණ,ඉරානයේ අලිබාද් කුළුණ,කැනඩාවේ සාම කුළුණ,0,8,
ප්‍රංශ විප්ලවයෙන් පසු වර්ධනය වූ මර්දනකාරී ඒකාධිපතිත්වයේ සංකීර්ණ දේශපාලන ව්‍යාකූලත්වය විෂයයෙහි සුගතපාල ද සිල්වාගේ වේදිකා නාට්‍යය කුමක්ද?,බෝඩින්කාරයෝ,ගෝඩෝ උන්නැහේ එනකල්,මරාසාද්,හරිම බඩු හයක්,2,9,
"පඳුර යටින් හිස ඔසව හෙමිහිට නැගිටපන් පුතේ - විසි වසරක මිනිසෙකු වී මා පසුපස වරෙන් පුතේ. මෙම දෙබස් අසන්නට ලැබෙන්නේ,",අසන්න පත්තිනි - මොනිකා රුවන්පතිරණ,දියනිය - මොනිකා රුවන්පතිරණ,ඇය යෙහෙළිය මම ගැහැණිය - මොනිකා රුවන්පතිරණ,ලෙච්චමිගේ සිතුවිල්ලක් - මොනිකා රුවන්පතිරණ,3,10,
"""කොතනද පාත එතනට දිය වෙයි රසී"". මෙහි මෙම කවියේ පේළියක් විය නොහැක්කේ කුමක්ද?",කොතනාද පන එතනට පලඟති වේනාසි,කොතනද බලලු එතනට මීයන් වෙයි රසී,කොතනද මීය එතනට බිඟු වෙයි රාසි,කොතනද කාසි එතනටමයි සම වාසි,1,1,
පෝසිලේන් කෝප්ප දුසිම් දොළහක් තිබේ නම් තේ කෝප්ප කීයක් එකවර ලබා දිය හැකිද?,12,120,144,148,2,2,
ශ්‍රී ලංකාවේ ප්‍රථම වරට සිංහල භාෂාවෙන් නවකතාවක් රචනා කළ පුද්ගලයා කවුද?,අලුත්ගමගේ සයිමන් ද සිල්වා,වැල්ලවත්ත ආරච්චිගේ ඒබ්‍රහම් සිල්වා,මාර්ටින් වික්‍රමසිංහ,පියදාස සිරිසේන,0,4,
මෙම ප්‍රකාශය කළ හැක්කේ කාටද?,නල කුමාරයා,සාලිය කුමාරයා,චන්න සෙනෙවියා,නන්ද කුමාරයා,3,5,
"""මිනිසුන් බෙදනව නම් බෙදන්න ඕන, හොඳ ජාතිය නරක ජාතිය කියාගෙන. නැතුව හරක් වගේ හන් ගහල බඩල කොරන්න මොකෙකුටවත් බා වීරප්පුලියෝ"". මෙම උපුටා ගැනීම අපට සොයාගත හැක්කේ කොතැනින්ද?",සක්කාරං,සෙංකොට්ටන්,කාල නදී ගලා බසී,අප්පච්චි ඇවිත්,1,6,
එන්සයිම සහ ඒවායේ පිහිටීම සම්බන්ධයෙන් මෙහි ඇති වැරදි යුගලය කුමක්ද?,මුඛය - Ptyalin,බඩ - පෙප්සින්,අග්න්යාශය - ලයිපේස්,කුඩා අන්ත්රය - ගැස්ට්රින්,3,7,
ඉන්දීය ආණ්ඩුක්‍රම ව්‍යවස්ථාව සම්පාදනය කිරීම සඳහා ප්‍රධාන වශයෙන් පත් කළේ කවුරුන්ද?,B. R. අම්බෙඩ්කාර්,ජවහර්ලාල් නේරු,රාජේන්ද්‍ර ප්‍රසාද්,මහත්මා ගාන්ධි,0,8,
කොග්ගල පිළිබඳ වැරදි ප්‍රකාශය කුමක්ද?,එහි කලපුවක් පිහිටා ඇත,එහි වෙරළ තීරයක් පිහිටා ඇත,එහි පිහිටා ඇති දූපත් එකතුවක් ඇත,එහි ධීවර වරායක් පිහිටා ඇත,3,9,
මහමෙව්නාවේ සමාධි බුදු පිළිම වහන්සේ සම්බන්ධයෙන් ඇති වැරදි ප්‍රකාශය කුමක්ද?,එය පිහිටා ඇත්තේ අනුරාධපුර අභයගිරිය ආශ්‍රමයේය,එය ධ්‍යාන මුද්‍රාවේ ඉරියව්වෙන් නිරූපණය කෙරේ,එය නාසය අසල ප්‍රතිසංස්කරණය කර ඇත,එය ආසන්න වශයෙන් අඩි 40ක් පමණ උසයි,3,10,
මේ අතරින් පහත සඳහන් වැරදි ප්‍රකාශය කුමක්ද?,විරාත් කෝලි එක්දින තරගයකදී වැඩිම ශතක සංඛ්‍යාවක් වාර්තා කර ඇත,ජාත්‍යන්තර ටෙස්ට් ක්‍රිකට් පිටියේ වැඩිම ශතක සංඛ්‍යාව සචින් තෙන්ඩුල්කාර් සතුයි,එක්දින තරගයක වේගවත්ම අර්ධ ශතකය වාර්තා කිරීමට ඒබී ඩිවිලියර්ස් සමත් විය,රෝහිත් ෂර්මා එක්දින තරගයකදී එක් ඉනිමකදී රැස්කළ වැඩිම ලකුණු සංඛ්‍යාවයි,0,11,
මහාචාර්ය ස්ටීවන් හෝකින්ස් පිළිබඳ අසත්‍ය ප්‍රකාශය කුමක්ද?,ඔහු බ්‍රිතාන්‍ය ජාතිකයෙක්,"පාසලේදී ඔහුගේ අන්වර්ථ නාමය වූයේ ""අයින්ස්ටයින්""","ඔහුගේ වඩාත් ප්‍රසිද්ධ සාහිත්‍ය කෘතිය වූයේ ""A Brief History of Time"" ය.",ඔහු 2016 වසරේ භෞතික විද්‍යාව සඳහා වූ නොබෙල් ත්‍යාගය දිනා ගත්තේය,3,12,
ශ්‍රී ලංකාවේ නව පාර්ලිමේන්තු සංකීර්ණය පිළිබඳ වැරදි යුගලය තෝරන්න,එය 1982 දී නිම කරන ලදී,එය ඉදිකර ඇත්තේ නිශ්ශංක මාලිගාව තිබූ ස්ථානයේය,එය ගෘහ නිර්මාණ ශිල්පී ජෙෆ්රි බාවා විසින් නිර්මාණය කරන ලදී,එහි පළමු කථානායකවරයා වූයේ එච්.එච්.මොහොමඩ් මහතාය,3,13,
මේ අතරින් ජෝන් ද සිල්වා ගේ නූර්ති ගීතයක් නොවන්නේ කුමක්ද?,දන්න වංහුං,ලෝනා මුනිරාජාගේ,සුවඳ පද්ම ඕලු ආදි,අඹ දඹ නාරං,1,14,
1492 දී ක්‍රිස්ටෝපර් කොලොම්බස් ඇමරිකානු මහාද්වීපයට ගොඩබසින විට ශ්‍රී ලංකාව පාලනය කළ පාලකයා කවුද?,අටවැනි වීර පරාක්‍රමබාහු රජු,තුන්වන විජයබාහු රජු,පස්වන බුවනෙකබාහු රජු,දෙවන බුවනෙකබාහු රජු,0,14,
ශ්‍රී ලංකාවේ පළමු ජාත්‍යන්තර ගුවන් යානය පියාසර කළේ කොහෙන්ද?,නවදිල්ලියේ සිට කොග්ගල ගුවන් තොටුපළ දක්වා,කොල්කටා සිට ත්‍රිකුණාමලය ගුවන් තොටුපළ දක්වා,මුම්බායි සිට ධාවන පිටිය දක්වා,රත්මලානේ සිට මදුරාසියට,2,15,
මහවැලි ගඟේ දිය උඩහට ගලදෝ - අමාවක හඬ පාය තිබ්බදෝ. මෙම පේළි දෙක සමඟ නොගැලපෙන රේඛාව කුමක්ද?,ලෙනගේ ඉරි මහාවස්සට මීකෙදෝ,ඉබ්බෙකුගෙන් පිහාටුවක් ගලාවැදෝ,කුකුලගේ කරමලයත් රතු වැඩ,බැලගේ වලිගයේ ඒද ඇරෙඩෝ,2,1,
මෙම දුම්රිය අතරින් ශ්‍රී ලංකාවේ උසම දුම්රිය ස්ථානය හරහා ගමන් කරන්නේ කුමන දුම්රියද?,මුතු කුමාරි,සමුද්‍ර දේවි,උදය දේවි,පොඩි මැණිකේ,3,2,
"සාමූහිකව වයස අවුරුදු 25 දක්වා එකතු වූ සහෝදරියන් 5 දෙනෙකු සිටී නම් සහ එක් එක් අය එකිනෙකාගෙන් වසර දෙකක පරතරයකින් උපත ලැබුවහොත්, බාලම සහෝදරියගේ වයස කීයද?",වසර 1 යි,අවුරුදු 2 ක්,අවුරුදු 3 යි,වසර 4 ක්,0,3,
මේ අතරින් චුම්භක ආකර්ෂණයට ලක් නොවන්නේ කුමක්ද?,මැංගනීස්,රිදී,නිකල්,කොබෝල්ට්,1,4,
මොණරා පිළිබඳ අසත්‍ය ප්‍රකාශය කුමක්ද?,එය සර්ව භක්ෂක වේ,එය ඉන්දියාවේ ජාතික පක්ෂියා වේ,එය පියාසර කළ නොහැකි කුරුල්ලෙකි,එහි ගැහැණු පක්ෂියා දුම්රියකින් සමන්විත නොවේ,2,5,
උඩු යටිකුරුව එල්ලී නිදා ගන්නා බව දන්නා ක්ෂීරපායි සතා අතරින් කවරෙක්ද?,වවුලා,බොත්තම් වවුලන්,යාච්ඤා කරන මැන්ටිස්,වලසා,0,1,
මෙහි පරමාණු විලයනය වීමෙන් සෑදී ඇත්තේ කුමක්ද?,ශබ්දය,විදුලි,ගුවන්,ආලෝකය,2,2,
මේ අතරින් තම පෙම්වතියට නරි බෑණා නොදුන් පොරොන්දුව කුමක්ද?,සඳ පායන විට ඇගේ කොණ්ඩය ගං ඉවුරේ පීරන්න,හිරු නැඟෙන විට ඇගේ කොණ්ඩය මල්වලින් සැරසීමට,තණකොළවල එල්ලෙන පිනි බිංදුවලින් ඇයව නාවන්න,මකුළු දැලකින් වාතයේ හමා එන එක නැවැත්වීමට,3,3,
පහත සඳහන් වචන වලින් වැරදි ලෙස භාවිතා කරන ලද සිංහල වචන තෝරන්න,සිව්සැට භරණ,සිව්සැට වද,සිවුසැට කලා,සිවුසට මායම්,1,4,
මේ අතරින් නොගැලපෙන යුගලය කුමක්ද?,හන්තාන අඩවියේ - සුනිල් ආරියරත්න,හන්තාන සිහිනය - ජානක සිරිවර්ධන,හන්තානට පායන සඳ - බණ්ඩාර අහලියගොඩ,හන්තාන කඳු මුදුන සිසාර - අජන්තා රණසිංහ,2,5,
මේ අතරින් ඉන්දියාවේ එක්තරා ජනාධිපතිවරයකුගේ නමින් නම් කළ චන්ද්‍රිකාව කුමක්ද?,Kalamsat V2,මංගල්‍යාන්,චන්ද්‍රයාන්,භාස්කර අයි,0,6,
මානව හිමිකම් පිළිබඳ විශ්ව ප්‍රකාශනයේ භාෂණයේ නිදහස ගැන කතා කරන ලිපිය කුමක්ද?,3 වැනි වගන්තිය,13 වැනි වගන්තිය,18 වැනි වගන්තිය,19 වැනි වගන්තිය,3,7,
අයිවර් ජෙනින්ග්ස් යනු...,බ්‍රිතාන්‍ය ආණ්ඩුකාරවරයෙකි,විශ්වවිද්‍යාල උපකුලපතිවරයෙක්,මහ බැංකු අධිපතිවරයෙකි,පුරාවිද්‍යා කොමසාරිස් කෙනෙක්,1,8,
තත්තගේ මරණය නිසා නුඹේ අතීතය නැති වුනා. සර වෙන කෙනෙක් සමඟ විවාහ වීම නිසා නුඹෙ අනාගතය නැති වුනා. මේනකා මේ ප්‍රකාශය කරන්නේ කුමන සාහිත්‍ය කෘතියකද?,යුගාන්තය,කලියුගය,විරාගය,කරුවල ගෙදර,2,9,
මෙම මත්ස්‍ය වෙළඳපොල කලක් තිබී ඇත්තේ:,පිටකොටුව,පෑලියගොඩ,කොම්පඤ්ඤවීදිය,කිරුළපන,0,10,
විජය කුමරු සහ ඔහුගේ මිනිසුන් 700ක් තම රටින් පිටුවහල් කර නැවකට නැග්ගේ කොහෙන්ද?,සුප්පාරක තොට,විශාකාපට්නම් තොට,පූම්පුහාර් තොට,අරිකාමේඩු තොට,0,11,
ශ්‍රී ලංකාව ප්‍රථම වරට ක්‍රිකට් ලෝක කුසලානයක් නියෝජනය කළේ කුමන වසරේද?,1975,1979,1983,1987,0,11,
"""කැත්තට පොල්ල වාගේ"" යන සිංහල වාක්‍ය ඛණ්ඩයේ අපට හමුවන අදහසට සමාන අදහසක් මේ අතරින් කුමන ප්‍රකාශයෙන්ද?",අහසට සඳ,මලට බඹරා,නයාට මුගටියා,ගමරාළට ගමහාමිනේ,2,1,
ශ්‍රී පාද කඳු මුදුනට නැඟීමේදී මේ අතරින් සොයාගත නොහැකි වන්නේ කුමක්ද?,ගෙත්තම්පාන,මහගිරිදඹ,ධර්මරාජගල,ආලකමන්දාව,3,2,
තම රෝගීන්ගේ හෘද ස්පන්දනයට සවන් දීම සඳහා වෛද්‍යවරයා මේ අතරින් භාවිතා කරන්නේ කුමක්ද?,දුරේක්ෂය,වෙදනලාව,අන්වීක්ෂය,Oscilloscope,1,3,
"""විෂ්නුක්‍රාන්ති"" යන්නෙහි සඳහන් වන්නේ:",...ඖෂධීය ශාකයකි,...දෙවිවරුන් විසින් භාවිතා කරන ලද ආභරණ කෑල්ලක්,... මන්දාකිනියක්,...ආක්‍රමණිකයෙක්,0,4,
ෂර්ලොක් හෝම්ස් සම්බන්ධ වැරදි ප්‍රකාශය කුමක්ද?,බේකර් වීදියේ 221B නිවසේ හිමිකරුවාය,මයික්‍රොෆ්ට් යනු ඔහුගේ සහෝදරයාය,දොස්තර වොට්සන් ඔහුගේ සහයකයාය,මහාචාර්ය මොරියාටි ඔහුගේ විරුද්ධවාදියායි,0,5,
මේ අතරින් චිත්‍රපට සහ වේදිකා නාට්‍ය දෙකේම අධ්‍යක්ෂවරයකු නොවූයේ කවුද?,ජයන්ත චන්ද්‍රසිරි,එදිරිවීර සරත්චන්ද්‍ර,ධර්මසිරි බණ්ඩාරනායක,ප්‍රසන්න විතානගේ,1,6,
"පහත දැක්වෙන සිංහල වාක්‍ය ඛණ්ඩ අතුරින්, අනෙක් ඒවාට වෙනස් අර්ථයක් දෙන එක කුමක්ද?",ගොරවන තරම් වහින්නේ නල,කියන තරම් යක කළු නල,බුරණ බල්ලා හපා කන්නලු,පැනි තියන තැන අම්බලයෝ හිඟා නල,3,1,
කෙසෙල් පැළයක මෙන්ම වී පැළයක ද ඇති විය හැකි ඒවායින් කුමක් ද?,සුවඳැල්,බටපොලල්,මඩතළුව,කහමාල,0,2,
නවන් මස එකුන්විසි ලත් කිවි දින උපන් කුමාරකි. මෙම විශේෂිත පුද්ගලයා උපත ලැබුවේ කුමන දිනයකද?,ජනවාරි 11 වැනිදා,පෙබරවාරි 19 වැනිදා,මාර්තු 21 වැනිදා,අප්රේල් 1 වනදා,1,3,
පහත සඳහන් ඒවායින් කොළඹ තුළ පිහිටා නොමැති කුමක්ද?,කයිමන්ගේ ගේට්ටුව,සෙක්කු වීදිය,ශාන්ත බැස්ටියන් ඇල,ඩෝසන් කුළුණ,3,4,
"විදුලි බුබුලක් දැවී ගිය විට කෙනෙකුට ""පොප්"" ශබ්දයක් ඇසෙන්නේ ඇයි?",බල්බයේ ඇතුළත හා පිටත වායූන්ගේ ප්රතික්රියාව නිසාය,මොකද බල්බයේ වායු පීඩනය වායුගෝලීය පීඩනයට වඩා වැඩියි,මොකද බල්බයේ වායු පීඩනය වායුගෝලීය පීඩනයට වඩා අඩුයි,බල්බයේ රසදිය සහ ඔක්සිජන් ප්රතික්රියාව නිසා,2,6,
